GEOID10,DP0010001,NEIGHBORS
48201254300,4917,"48201254400,48201254200,48201253600,48201253700,48201254100,48201254500"
48201314300,3962,"48201314400,48201413300,48201334100,48201420100"
48201542400,10040,"48201542900,48201542500,48201542302,48201542000,48201454600,48201541800,48201454501,48201455200"
48201542500,2161,"48201542900,48201542302,48201542400,48201454600,48201455300,48201542600,48201455200"
48201542600,4393,"48201542900,48201542500,48201542700,48201455300,48201455200"
48201542700,4393,"48201542800,48201542900,48157673101,48473680100,48201455300,48201542600"
48201542800,6983,"48201542900,48473680100,48201542700"
48201542900,11156,"48201543100,48201543001,48201542800,48201542500,48201542302,48201542301,48201542400,48201542200,48473680200,48473680100,48201542700,48201542600"
48201543100,2155,"48201543001,48201542900,48473680200,48473680100,48473680300,48201556000"
48201555600,4717,"48201555502,48201554501,48201555701,48201554403,48201554402,48339690202,48201556000,48339690100,48201555501"
48201100000,4690,"48201410600,48201312500,48201312300,48201310200,48201210100,48201212300,48201310100,48201211400,48201510100,48201410100"
48201350400,6182,"48201340100,48201321100,48201350100,48201350500,48201350300,48201350200,48201334003,48201334002"
48201350500,6848,"48201340100,48201350100,48201350300,48201350400,48201350601"
48201350700,2272,"48167720200,48201350801,48167720100,48201350602,48201350601"
48201410100,3793,"48201410500,48201410600,48201100000,48201510100,48201510200,48201410200"
48201410200,4202,"48201410500,48201410402,48201510700,48201510200,48201410100,48201410300"
48201410300,2621,"48201510800,48201411100,48201410401,48201410402,48201510700,48201510200,48201410200,48201411200"
48201410500,4209,"48201410701,48201410600,48201410402,48201410100,48201410200"
48201410600,3206,"48201410701,48201410500,48201312500,48201100000,48201410702,48201410100"
48201410800,3818,"48201410701,48201411100,48201410401,48201410900,48201410402,48201410702,48201411000"
48201554101,1245,"48201554102,48201554002,48201554001,48201554802,48201553900"
48201554102,9399,"48201554200,48201554101,48201554002,48201554801,48201554802"
48201554002,4307,"48201554200,48201554102,48201554101,48201554001,48201553900,48201552900,48201552700,48201552800"
48201554301,7331,"48201554600,48201554700,48201554200,48201554302,48201552602,48201554502,48201552700"
48201554502,6327,"48201554600,48201554302,48201555502,48201554301,48201554501,48201554402,48201554401"
48201554302,4420,"48201554600,48201552301,48201552302,48201552602,48201554502,48201554301,48201554401"
48201341301,4864,"48201340302,48201340203,48201340500,48201340400,48201341302,48201341202,48201341400"
48201341502,3902,"48201341600,48201341501,48167721500,48201341400"
48201341501,6449,"48201341600,48201341502,48201341400"
48201343301,4452,"48201343700,48201343600,48201343302,48201343200,48201342800,48201342900"
48201334003,5976,"48201334001,48201333901,48201333902,48201350100,48201350400,48201350200,48201334002"
48201333901,8311,"48201333800,48201333300,48201333902,48201350100,48201350200,48201334003,48201333700"
48201333902,8217,"48201321100,48201321000,48201334001,48201333300,48201333901,48201334003"
48201330200,4243,"48201420400,48201330400,48201330500,48201334100,48201420200,48201330302,48201330301,48201420500"
48201330400,4663,"48201330600,48201330700,48201330200,48201330500,48201334100,48201330302,48201330301"
48201330500,4121,"48201330900,48201330600,48201330200,48201330400,48201334100,48201330100"
48201330600,6424,"48201330900,48201330700,48201330400,48201330500,48201334100"
48201330700,7796,"48201330900,48201330600,48201330800,48201330400,48157670700,48201330302,48157670200,48157670101"
48201330900,7886,"48201331300,48201331500,48201330600,48201330800,48201330700,48201330500,48201334100"
48201331500,7145,"48201331700,48201331800,48201331601,48201331300,48201331400,48201330900,48201330800,48201334100"
48201412300,6527,"48201412000,48201413201,48201412200,48201413202,48201413100,48201412400,48201411800"
48201210100,9652,"48201100000,48201212300,48201310100,48201211300,48201211400"
48201210400,5328,"48201212300,48201210500,48201210800,48201510300,48201511600"
48201210500,4882,"48201210600,48201210400,48201210700,48201210800,48201511600"
48201210600,5497,"48201210500,48201210700,48201530300,48201511600,48201220200"
48201210700,2485,"48201210600,48201210500,48201210800,48201220100,48201220200"
48201210800,2753,"48201211000,48201211100,48201212300,48201210400,48201210500,48201210700,48201210900,48201220100,48201230100"
48201210900,1620,"48201211000,48201211200,48201210800,48201220100,48201230100,48201230200"
48201310900,5770,"48201311100,48201310800,48201311000,48201310500,48201311200,48201310600"
48201410900,2684,"48201410800,48201411900,48201410702,48201411000,48201411800"
48201411000,4162,"48201411100,48201410401,48201410800,48201410900,48201411900,48201411502,48201411400,48201411800"
48201411100,3450,"48201410401,48201410800,48201410300,48201411000,48201411200,48201411400"
48201411200,1803,"48201510800,48201411100,48201510700,48201410300,48201411300,48201411400"
48201411300,3383,"48201510800,48201431802,48201430100,48201431700,48201411501,48201411200,48201411400,48201411600,48201431900"
48201411400,2775,"48201411100,48201411300,48201411501,48201411502,48201411000,48201411200,48201411600"
48201411600,2307,"48201431802,48201411300,48201411501,48201411400,48201411800,48201411700,48201431900,48201421101"
48201411700,2774,"48201412600,48201412700,48201411501,48201411800,48201411600,48201431900,48201421000,48201421101"
48201411800,4835,"48201412000,48201410900,48201411900,48201412300,48201412400,48201412600,48201411501,48201411502,48201411000,48201411700,48201411600"
48201411900,3681,"48201312600,48201412000,48201410900,48201410702,48201412100,48201313100,48201411000,48201411800"
48201552102,5928,"48201552301,48201552302,48201552101,48201552103,48201552400"
48201552103,2954,"48201552301,48201552101,48201552102,48201552200"
48201552001,8117,"48201551600,48201551701,48201552101,48201540800,48201551900,48201552002,48201552400,48201552500"
48201552101,3883,"48201552102,48201540800,48201552001,48201552002,48201541001,48201552103,48201552200,48201552400"
48201552002,1415,"48201552101,48201540800,48201552001,48201541001,48201552400"
48201331602,2340,"48201331700,48201333800,48201331601,48201333700,48201330800"
48201330303,4061,"48201440100,48201423600,48201330302,48201330301,48201422200,48201422100,48201420500,48157671800,48157670500,48157670400"
48201342002,3413,"48201342001,48201340202,48201340201,48201342100,48201324000"
48201340203,4035,"48201342001,48201343700,48201341301,48201340302,48201340202,48201340400,48201341400"
48201340202,4577,"48201342001,48201342002,48201340301,48201340302,48201340203,48201340201,48201340800"
48201340201,1653,"48201342001,48201342002,48201340301,48201340100,48201340202,48201321100,48201324000,48201340900,48201340800"
48201323702,3219,"48201323701,48201323600,48201324000"
48201412500,1715,"48201413000,48201413100,48201412400,48201412600"
48201412900,3892,"48201420300,48201413300,48201413000,48201413100,48201412800,48201420200,48201420100,48201420800,48201420900,48201420700"
48201413000,3460,"48201412900,48201413300,48201413100,48201412500,48201412600,48201412700,48201412800"
48201413100,3087,"48201413201,48201412900,48201413300,48201413000,48201412500,48201412300,48201412400"
48201451100,3989,"48201450802,48201450900,48201450700,48201450801,48201451002,48201451001,48201451200,48201451300"
48201451200,2675,"48201451500,48201450600,48201450700,48201451002,48201451100,48201451300,48201451401"
48201451300,6881,"48201451500,48201451002,48201451100,48201451200,48201452100,48201451402,48201451401,48201452000"
48201451500,5084,"48201451601,48201450600,48201450700,48201451200,48201451300,48201451602,48201451403,48201451401"
48201451700,3407,"48201451901,48201451602,48201451403,48201451800,48201452000,48201454400,48201454301"
48201311000,7111,"48201311100,48201212500,48201310900,48201310500"
48201311100,5886,"48201212500,48201310900,48201311000,48201311200,48201311400"
48201311200,4908,"48201311100,48201310800,48201310900,48201311300,48201311400,48201311700,48201311900,48201310700,48201311800"
48201311300,5242,"48201311200,48201311400,48201311500,48201311700,48201311800"
48201311400,1496,"48201320200,48201324200,48201311100,48201212500,48201311300,48201311200,48201311500"
48201311500,7611,"48201320200,48201324200,48201311300,48201311400,48201311600,48201311700,48201320100"
48201311600,4103,"48201332900,48201311500,48201311700,48201320100"
48201311700,5593,"48201332900,48201311300,48201311200,48201311500,48201311600,48201311800,48201313400,48201313300,48201332200,48201320100,48201332700,48201332800"
48201412000,2892,"48201411900,48201412100,48201412200,48201412300,48201411800"
48201412100,2328,"48201412000,48201411900,48201412200,48201313100"
48201412200,5355,"48201412000,48201412100,48201314400,48201413202,48201413300,48201313100,48201412300"
48201412400,4541,"48201413100,48201412500,48201412300,48201412600,48201411800"
48201412600,3737,"48201413000,48201412500,48201412400,48201412700,48201412800,48201411800,48201411700"
48201412700,3262,"48201413000,48201412600,48201412800,48201411700,48201421000,48201420900"
48201412800,4930,"48201412900,48201413000,48201412600,48201412700,48201421000,48201420800,48201420900"
48201421000,2497,"48201412700,48201412800,48201411700,48201421500,48201421101,48201421600,48201420900"
48201421500,6484,"48201421403,48201421402,48201421000,48201421102,48201421101,48201421202,48201421600,48201420900"
48201430100,5749,"48201510800,48201510900,48201520100,48201411300,48201430200,48201431600,48201431700,48201522500,48201520200"
48201430200,1380,"48201430100,48201431600,48201430300,48201522500"
48499950601,4150,"48499950602,48499950700,48499950301,48459950500,48423001500,48423001404"
48499950302,5248,"48499950100,48499950400,48499950301,48379950100,48499950500,48223950800,48223950700"
48499950301,3491,"48499950602,48499950100,48499950700,48499950400,48499950500,48499950302,48499950601"
48499950602,4256,"48459950300,48499950100,48499950301,48459950500,48499950601"
48499950200,3154,"48499950100,48159950300,48223950700"
48499950100,4917,"48063950102,48459950300,48459950200,48499950200,48499950602,48159950300,48499950301,48499950302,48223950700"
48499950500,2361,"48499950700,48499950400,48499950301,48499950302"
48499950800,4857,48499950700
48499950700,5082,"48499950800,48499950400,48499950301,48499950500,48423001401,48499950601,48423001404"
48499950400,4448,"48499950700,48499950301,48379950100,48499950500,48499950302,48467950100,48423001401"
48201552302,4962,"48201552301,48201552601,48201554302,48201552602,48201552102,48201552400,48201552500"
48201552602,5968,"48201554200,48201552601,48201554302,48201552302,48201554301,48201552700"
48201553001,5044,"48201554001,48201550401,48201553002,48201551100,48201553600,48201552900,48201553700"
48201553002,4565,"48201553001,48201550401,48201550302,48201553100,48201553500,48201553600"
48201555302,9219,"48201555303,48339691302,48339690602,48339691301,48201555301"
48201555303,4090,"48201555401,48339690402,48201554802,48201555302,48339690602,48339691301,48201555301,48201554902"
48201543001,6421,"48201555702,48201555701,48201543100,48201543003,48201542900,48201542200,48201542102,48201543002,48201556000"
48201543003,16578,"48201543001,48201541201,48201542200,48201541300,48201542102,48201543002"
48201542102,14625,"48201543001,48201543003,48201541201,48201542200,48201542101,48201541500,48201541300"
48201321402,4248,"48201320800,48201321401,48201321300,48201320900,48201321200,48201321500,48201323500"
48201321401,4383,"48201320800,48201321700,48201320700,48201321500,48201321402,48201321600"
48201333202,5674,"48201320700,48201320602,48201320900,48201333300,48201333500,48201980000,48201333201"
48201320601,2638,"48201320500,48201320200,48201320602,48201333100,48201333000,48201333201"
48201320602,4537,"48201321800,48201320500,48201320700,48201320601,48201333100,48201333201,48201333202"
48201413202,2878,"48201413201,48201412200,48201413300,48201412300"
48201314001,2759,"48201313900,48201314400,48201314002,48201313100"
48201314002,7544,"48201313900,48201314400,48201314001,48201334100"
48201252302,11443,"48201252600,48201252301,48201252200,48201252400"
48201451800,4748,"48201451901,48201451700,48201452000,48201452500,48201452600,48201454301,48201454100"
48201452000,7136,"48201451902,48201451300,48201452100,48201451901,48201451700,48201451403,48201451402,48201451800"
48201452100,8823,"48201450900,48201452201,48201452202,48201452300,48201451902,48201451002,48201451001,48201451300,48201452400,48201452000,48201452500"
48201452300,2323,"48201432400,48201452202,48201453100,48201433100,48201433003,48201433001,48201453000,48201452100,48201452400"
48201452400,8192,"48201452202,48201453100,48201452300,48201452900,48201453000,48201452100,48201452500"
48201452500,7794,"48201452900,48201453000,48201452801,48201452802,48201452700,48201451902,48201452100,48201452400,48201451901,48201451800,48201452600"
48201452600,7130,"48201452801,48201452700,48201451901,48201451800,48201452500,48201454301,48201454000,48201454100"
48201452700,9901,"48201453900,48201452801,48201453700,48201452500,48201452600,48201454000,48201454100"
