state, model, nodes, k, L, U, LB, LB Time, UB, UB Time, UB LS, UB LS Time, UB cont, UB cont time, percent fixed, IP Time, Total Time, Num Callbacks, Callback Time, Num Cuts, Overty, Objval, Mipgap, Objbound, NodeCount, Found feasbile?
KS, lcut, 105, 4, 712106, 719262, 22464.47, 8.88, 23578.38, 0.47, 23578.38, 0.05, 23578.38, 0.05, 0.77, 0.22, 9.68, 4, 0.00, 0, 0.78, 23578.38, 0.00, 23578.38, 1, Y
KS, lcut, 105, 4, 677887, 684699, 21899.44, 4.54, 23166.00, 0.51, 23166.00, 0.05, 23168.42, 0.25, 0.64, 0.61, 5.96, 6, 0.00, 2, 0.70, 23168.42, 0.00, 23168.42, 105, Y
KS, lcut, 105, 4, 696273, 703270, 22335.96, 5.06, 23469.86, 0.48, 23469.86, 0.05, 23489.35, 0.07, 0.68, 0.18, 5.85, 4, 0.00, 4, 0.75, 23489.35, 0.00, 23489.35, 1, Y
KS, lcut, 105, 4, 703968, 711042, 22179.64, 4.91, 23442.27, 0.61, 23442.27, 0.05, 23443.57, 0.09, 0.64, 0.39, 6.06, 5, 0.00, 2, 0.76, 23443.57, 0.00, 23443.57, 1, Y
KS, lcut, 105, 4, 691469, 698417, 21905.83, 4.20, 22939.12, 0.48, 22939.12, 0.05, 22939.12, 0.10, 0.65, 0.27, 5.10, 5, 0.00, 0, 0.77, 22939.12, 0.00, 22939.12, 1, Y
KS, lcut, 105, 4, 695554, 702543, 22313.57, 4.34, 23602.74, 0.47, 23602.74, 0.04, 24530.02, 0.65, 0.45, 3.76, 9.27, 10, 0.00, 10, 0.74, 23342.87, 0.00, 23342.87, 51, Y
KS, lcut, 105, 4, 701006, 708051, 22466.01, 4.85, 23724.69, 0.66, 23724.69, 0.05, 23741.60, 0.10, 0.52, 0.34, 6.02, 6, 0.00, 2, 0.75, 23741.60, 0.00, 23741.60, 9, Y
KS, lcut, 105, 4, 702594, 709655, 22394.77, 4.48, 23452.28, 0.43, 23452.28, 0.05, 23452.28, 0.04, 0.68, 0.17, 5.17, 2, 0.00, 0, 0.70, 23452.28, 0.00, 23452.28, 1, Y
KS, lcut, 105, 4, 685117, 692002, 22089.16, 4.43, 23293.29, 0.77, 23293.29, 0.05, 23325.20, 0.09, 0.54, 0.35, 5.70, 4, 0.00, 2, 0.71, 23325.20, 0.00, 23325.20, 1, Y
LA, cut, 64, 6, 746382, 753882, 15321.01, 1.53, 17209.16, 1.14, 17209.16, 0.14, 19215.78, 2.80, 0.35, 20.09, 25.71, 53, 0.01, 233, 0.60, 19215.78, 0.00, 19215.78, 18740, Y
LA, cut, 64, 6, 732003, 739359, 15067.60, 2.01, 16156.78, 0.97, 16156.78, 0.09, 16448.15, 1.82, 0.60, 1.15, 6.07, 10, 0.00, 16, 0.57, 16448.15, 0.00, 16448.15, 758, Y
LA, cut, 64, 6, 738904, 746329, 15317.56, 1.54, 16719.37, 0.65, 16719.37, 0.08, infinity, 1.17, 0.00, 3600.00, 3603.47, 657, 0.12, 6827, 0.59, ?, ?, 22040.05, 22040.05, 2088490, N
LA, cut, 64, 6, 744021, 751497, 15356.51, 1.58, 17248.49, 1.06, 17248.49, 0.13, infinity, 0.53, 0.00, 3600.00, 3603.30, 579, 0.10, 6330, 0.61, ?, ?, 24638.44, 24638.44, 1903250, N
LA, cut, 64, 6, 730251, 737589, 15162.61, 2.17, 17085.06, 0.88, 17085.06, 0.09, infinity, 0.21, 0.00, 3600.00, 3603.37, 547, 0.10, 6438, 0.59, ?, ?, 22515.45, 22515.45, 2424433, N
LA, cut, 64, 6, 746963, 754469, 15215.08, 1.77, 17174.39, 1.09, 17174.39, 0.14, 19909.77, 0.42, 0.31, 37.56, 40.99, 28, 0.00, 131, 0.58, 19458.10, 0.00, 19458.10, 24228, Y
LA, cut, 64, 6, 734485, 741866, 15128.95, 1.65, 16651.49, 1.02, 16651.49, 0.09, 18699.35, 0.48, 0.37, 27.86, 31.10, 44, 0.01, 162, 0.56, 18699.35, 0.00, 18699.35, 23248, Y
LA, cut, 64, 6, 742781, 750245, 15243.65, 1.75, 16756.02, 1.15, 16756.02, 0.12, 17169.95, 0.14, 0.51, 1.78, 4.94, 18, 0.00, 37, 0.60, 16888.34, 0.00, 16888.34, 1497, Y
LA, cut, 64, 6, 753105, 760673, 15551.01, 1.58, 17596.60, 1.33, 17596.60, 0.15, 20042.26, 0.44, 0.31, 37.70, 41.21, 76, 0.01, 291, 0.58, 19715.92, 0.00, 19715.92, 41364, Y
LA, cut, 64, 6, 734176, 741554, 15099.77, 1.88, 16597.41, 0.62, 16597.41, 0.08, 16709.81, 0.20, 0.56, 1.39, 4.17, 7, 0.00, 15, 0.58, 16709.81, 0.00, 16709.81, 549, Y
LA, lcut, 64, 6, 746382, 753882, 15321.01, 1.58, 17209.16, 1.13, 17209.16, 0.14, 19215.78, 2.75, 0.35, 16.58, 22.21, 49, 0.01, 197, 0.60, 19215.78, 0.00, 19215.78, 23384, Y
LA, lcut, 64, 6, 732003, 739359, 15067.60, 2.01, 16156.78, 0.98, 16156.78, 0.09, 16448.15, 1.82, 0.60, 1.02, 5.95, 9, 0.00, 16, 0.57, 16448.15, 0.00, 16448.15, 886, Y
LA, lcut, 64, 6, 738904, 746329, 15317.56, 1.56, 16719.37, 0.64, 16719.37, 0.08, infinity, 1.18, 0.00, 3600.00, 3603.48, 161, 0.11, 1783, 0.59, ?, ?, 35164.28, 35164.28, 2619493, N
LA, lcut, 64, 6, 744021, 751497, 15356.51, 1.62, 17248.49, 1.06, 17248.49, 0.12, infinity, 0.54, 0.00, 119.12, 122.47, 120, 0.08, 1405, 0.61, infeasible, , , 72980, N
LA, lcut, 64, 6, 730251, 737589, 15162.61, 2.27, 17085.06, 0.89, 17085.06, 0.09, infinity, 0.21, 0.00, 1292.17, 1295.64, 154, 0.10, 1741, 0.59, infeasible, , , 647691, N
LA, lcut, 64, 6, 746963, 754469, 15215.08, 1.86, 17174.39, 1.10, 17174.39, 0.14, 19909.77, 0.42, 0.31, 16.08, 19.60, 25, 0.01, 117, 0.58, 19458.10, 0.00, 19458.10, 7523, Y
LA, lcut, 64, 6, 734485, 741866, 15128.95, 1.71, 16651.49, 1.01, 16651.49, 0.09, 18699.35, 0.48, 0.37, 20.25, 23.54, 42, 0.01, 158, 0.56, 18699.35, 0.00, 18699.35, 13900, Y
LA, lcut, 64, 6, 742781, 750245, 15243.65, 1.85, 16756.02, 1.16, 16756.02, 0.12, 17169.95, 0.14, 0.51, 2.10, 5.37, 32, 0.00, 53, 0.60, 16888.34, 0.00, 16888.34, 3323, Y
LA, lcut, 64, 6, 753105, 760673, 15551.01, 1.54, 17596.60, 1.32, 17596.60, 0.15, 20042.26, 0.44, 0.31, 37.71, 41.16, 74, 0.02, 279, 0.58, 19715.92, 0.00, 19715.92, 35867, Y
LA, lcut, 64, 6, 734176, 741554, 15099.77, 1.82, 16597.41, 0.63, 16597.41, 0.08, 16709.81, 0.20, 0.56, 1.24, 3.97, 7, 0.00, 15, 0.58, 16709.81, 0.00, 16709.81, 437, Y
ME, cut, 16, 2, 686394, 693291, 10008.61, 0.01, 10422.48, 0.08, 10422.48, 0.01, 10422.48, 0.01, 0.73, 0.00, 0.11, 1, 0.00, 0, 0.43, 10422.48, 0.00, 10422.48, 0, Y
ME, cut, 16, 2, 668883, 675605, 9609.92, 0.05, 11304.78, 0.07, 11304.78, 0.01, 11951.98, 0.03, 0.38, 0.04, 0.21, 4, 0.00, 4, 0.41, 11951.98, 0.00, 11951.98, 1, Y
ME, cut, 16, 2, 680303, 687139, 10364.15, 0.00, 10857.59, 0.03, 10857.59, 0.00, 12143.87, 0.01, 0.39, 0.03, 0.08, 6, 0.00, 5, 0.41, 12143.87, 0.00, 12143.87, 1, Y
ME, cut, 16, 2, 672815, 679575, 10032.10, 0.00, 10046.25, 0.02, 10046.25, 0.00, 10046.25, 0.00, 0.94, 0.00, 0.03, 1, 0.00, 0, 0.43, 10046.25, 0.00, 10046.25, 0, Y
ME, cut, 16, 2, 658520, 665137, 9769.57, 0.01, 10552.87, 0.02, 10552.87, 0.00, 10973.34, 0.01, 0.57, 0.01, 0.04, 3, 0.00, 4, 0.41, 10973.34, 0.00, 10973.34, 1, Y
ME, cut, 16, 2, 672725, 679485, 9908.43, 0.00, 10238.50, 0.02, 10238.50, 0.00, 10238.50, 0.00, 0.84, 0.00, 0.04, 1, 0.00, 0, 0.41, 10238.50, 0.00, 10238.50, 0, Y
ME, cut, 16, 2, 676846, 683647, 9854.43, 0.00, 10276.51, 0.02, 10276.51, 0.00, 10276.51, 0.00, 0.67, 0.00, 0.03, 1, 0.00, 0, 0.44, 10276.51, 0.00, 10276.51, 1, Y
ME, cut, 16, 2, 649595, 656123, 9771.86, 0.00, 10644.49, 0.03, 10644.49, 0.00, 12311.46, 0.02, 0.35, 0.07, 0.12, 9, 0.00, 14, 0.42, 11968.51, 0.00, 11968.51, 1, Y
ME, cut, 16, 2, 677624, 684433, 9882.63, 0.01, 10353.21, 0.02, 10353.21, 0.00, 10353.21, 0.00, 0.70, 0.00, 0.03, 1, 0.00, 0, 0.43, 10353.21, 0.00, 10353.21, 1, Y
ME, cut, 16, 2, 678569, 685388, 10128.63, 0.00, 10324.54, 0.02, 10324.54, 0.00, 10324.54, 0.00, 0.85, 0.00, 0.03, 1, 0.00, 0, 0.46, 10324.54, 0.00, 10324.54, 0, Y
ME, lcut, 16, 2, 686394, 693291, 10008.61, 0.00, 10422.48, 0.02, 10422.48, 0.00, 10422.48, 0.00, 0.73, 0.00, 0.03, 1, 0.00, 0, 0.43, 10422.48, 0.00, 10422.48, 0, Y
ME, lcut, 16, 2, 668883, 675605, 9609.92, 0.00, 11304.78, 0.02, 11304.78, 0.00, 11951.98, 0.01, 0.38, 0.03, 0.08, 4, 0.00, 4, 0.41, 11951.98, 0.00, 11951.98, 1, Y
ME, lcut, 16, 2, 680303, 687139, 10364.15, 0.00, 10857.59, 0.03, 10857.59, 0.00, 12143.87, 0.01, 0.39, 0.03, 0.08, 6, 0.00, 5, 0.41, 12143.87, 0.00, 12143.87, 1, Y
ME, lcut, 16, 2, 672815, 679575, 10032.10, 0.01, 10046.25, 0.03, 10046.25, 0.00, 10046.25, 0.00, 0.94, 0.00, 0.05, 1, 0.00, 0, 0.43, 10046.25, 0.00, 10046.25, 0, Y
ME, lcut, 16, 2, 658520, 665137, 9769.57, 0.01, 10552.87, 0.02, 10552.87, 0.00, 10973.34, 0.01, 0.57, 0.01, 0.04, 3, 0.00, 4, 0.41, 10973.34, 0.00, 10973.34, 1, Y
ME, lcut, 16, 2, 672725, 679485, 9908.43, 0.00, 10238.50, 0.02, 10238.50, 0.00, 10238.50, 0.00, 0.84, 0.00, 0.04, 1, 0.00, 0, 0.41, 10238.50, 0.00, 10238.50, 0, Y
ME, lcut, 16, 2, 676846, 683647, 9854.43, 0.00, 10276.51, 0.02, 10276.51, 0.00, 10276.51, 0.00, 0.67, 0.00, 0.03, 1, 0.00, 0, 0.44, 10276.51, 0.00, 10276.51, 1, Y
ME, lcut, 16, 2, 649595, 656123, 9771.86, 0.00, 10644.49, 0.03, 10644.49, 0.00, 12311.46, 0.02, 0.35, 0.07, 0.12, 9, 0.00, 14, 0.42, 11968.51, 0.00, 11968.51, 1, Y
ME, lcut, 16, 2, 677624, 684433, 9882.63, 0.00, 10353.21, 0.02, 10353.21, 0.00, 10353.21, 0.00, 0.70, 0.00, 0.03, 1, 0.00, 0, 0.43, 10353.21, 0.00, 10353.21, 1, Y
ME, lcut, 16, 2, 678569, 685388, 10128.63, 0.00, 10324.54, 0.02, 10324.54, 0.00, 10324.54, 0.00, 0.85, 0.00, 0.03, 1, 0.00, 0, 0.46, 10324.54, 0.00, 10324.54, 0, Y
MS, cut, 82, 4, 718794, 726017, 15763.74, 0.50, 16068.14, 0.48, 16068.14, 0.05, 16352.13, 0.35, 0.69, 0.63, 2.02, 9, 0.00, 9, 0.29, 16352.13, 0.00, 16352.13, 1, Y
MS, cut, 82, 4, 727412, 734721, 15668.96, 1.55, 16171.99, 0.45, 16171.99, 0.05, 16171.99, 0.04, 0.77, 0.15, 2.24, 2, 0.00, 0, 0.33, 16171.99, 0.00, 16171.99, 1, Y
MS, cut, 82, 4, 716688, 723890, 15529.84, 0.67, 15887.34, 0.40, 15887.34, 0.05, 16101.80, 0.17, 0.72, 0.32, 1.61, 7, 0.00, 6, 0.31, 16101.80, 0.00, 16101.80, 51, Y
MS, cut, 82, 4, 733617, 740990, 15971.14, 1.35, 16462.53, 0.46, 16462.53, 0.05, 16577.94, 0.07, 0.71, 0.59, 2.51, 3, 0.00, 0, 0.32, 16577.94, 0.00, 16577.94, 26, Y
MS, cut, 82, 4, 728923, 736247, 15722.65, 1.81, 16334.52, 0.67, 16334.52, 0.05, 16566.96, 0.24, 0.63, 0.83, 3.61, 8, 0.00, 20, 0.33, 16566.96, 0.00, 16566.96, 145, Y
MS, cut, 82, 4, 728646, 735969, 15936.87, 1.23, 16261.25, 0.43, 16261.25, 0.05, 16312.22, 0.07, 0.80, 0.13, 1.92, 3, 0.00, 4, 0.32, 16312.22, 0.00, 16312.22, 1, Y
MS, cut, 82, 4, 725030, 732316, 15810.17, 1.29, 16113.06, 0.32, 16113.06, 0.05, 16448.55, 0.12, 0.70, 0.53, 2.32, 5, 0.00, 4, 0.32, 16448.55, 0.00, 16448.55, 56, Y
MS, cut, 82, 4, 736440, 743841, 16272.57, 0.72, 16668.92, 0.30, 16668.92, 0.05, 16681.37, 0.04, 0.77, 0.10, 1.21, 4, 0.00, 2, 0.28, 16681.37, 0.00, 16681.37, 1, Y
MS, cut, 82, 4, 731733, 739086, 15928.09, 0.50, 15938.20, 0.21, 15938.20, 0.05, 15938.20, 0.02, 0.96, 0.00, 0.78, 1, 0.00, 0, 0.31, 15938.20, 0.00, 15938.20, 0, Y
MS, cut, 82, 4, 732776, 740139, 16088.73, 0.54, 16291.19, 0.26, 16291.19, 0.05, 16291.19, 0.03, 0.86, 0.05, 0.93, 2, 0.00, 2, 0.33, 16291.19, 0.00, 16291.19, 1, Y
MS, lcut, 82, 4, 718794, 726017, 15763.74, 0.50, 16068.14, 0.48, 16068.14, 0.05, 16352.13, 0.35, 0.69, 0.63, 2.02, 9, 0.00, 9, 0.29, 16352.13, 0.00, 16352.13, 1, Y
MS, lcut, 82, 4, 727412, 734721, 15668.96, 1.53, 16171.99, 0.45, 16171.99, 0.05, 16171.99, 0.04, 0.77, 0.22, 2.30, 3, 0.00, 0, 0.33, 16171.99, 0.00, 16171.99, 1, Y
MS, lcut, 82, 4, 716688, 723890, 15529.84, 0.67, 15887.34, 0.40, 15887.34, 0.05, 16101.80, 0.17, 0.72, 0.32, 1.61, 7, 0.00, 6, 0.31, 16101.80, 0.00, 16101.80, 51, Y
MS, lcut, 82, 4, 733617, 740990, 15971.14, 1.34, 16462.53, 0.45, 16462.53, 0.05, 16577.94, 0.07, 0.71, 0.59, 2.50, 3, 0.00, 0, 0.32, 16577.94, 0.00, 16577.94, 26, Y
MS, lcut, 82, 4, 728923, 736247, 15722.65, 1.82, 16334.52, 0.68, 16334.52, 0.05, 16566.96, 0.24, 0.63, 0.83, 3.63, 8, 0.00, 22, 0.33, 16566.96, 0.00, 16566.96, 155, Y
MS, lcut, 82, 4, 728646, 735969, 15936.87, 1.23, 16261.25, 0.43, 16261.25, 0.05, 16312.22, 0.07, 0.80, 0.13, 1.92, 3, 0.00, 4, 0.32, 16312.22, 0.00, 16312.22, 1, Y
MS, lcut, 82, 4, 725030, 732316, 15810.17, 1.27, 16113.06, 0.33, 16113.06, 0.05, 16448.55, 0.12, 0.70, 0.53, 2.31, 5, 0.00, 4, 0.32, 16448.55, 0.00, 16448.55, 56, Y
MS, lcut, 82, 4, 736440, 743841, 16272.57, 0.71, 16668.92, 0.29, 16668.92, 0.05, 16681.37, 0.04, 0.77, 0.10, 1.20, 4, 0.00, 2, 0.28, 16681.37, 0.00, 16681.37, 1, Y
MS, lcut, 82, 4, 731733, 739086, 15928.09, 0.50, 15938.20, 0.20, 15938.20, 0.05, 15938.20, 0.02, 0.96, 0.00, 0.78, 1, 0.00, 0, 0.31, 15938.20, 0.00, 15938.20, 0, Y
MS, lcut, 82, 4, 732776, 740139, 16088.73, 0.53, 16291.19, 0.26, 16291.19, 0.05, 16291.19, 0.03, 0.86, 0.05, 0.92, 2, 0.00, 2, 0.33, 16291.19, 0.00, 16291.19, 1, Y
NE, cut, 93, 3, 618767, 624985, 22127.64, 1.55, 22149.57, 0.15, 22149.57, 0.03, 22149.57, 0.01, 0.94, 0.00, 1.75, 1, 0.00, 0, 0.91, 22149.57, 0.00, 22149.57, 0, Y
NE, cut, 93, 3, 620679, 626915, 22472.00, 1.58, 22621.72, 0.28, 22621.72, 0.03, 22732.95, 0.25, 0.86, 0.07, 2.21, 5, 0.00, 6, 0.83, 22732.95, 0.00, 22732.95, 72, Y
NE, cut, 93, 3, 632603, 638960, 22430.13, 1.62, 22553.19, 0.28, 22553.19, 0.02, 22874.71, 0.18, 0.73, 0.44, 2.55, 20, 0.00, 34, 0.93, 22874.71, 0.00, 22874.71, 105, Y
NE, cut, 93, 3, 646032, 652524, 22717.92, 1.49, 22755.73, 0.16, 22755.73, 0.02, 23051.08, 0.17, 0.78, 0.13, 1.97, 13, 0.00, 17, 0.95, 23051.08, 0.00, 23051.08, 62, Y
NE, cut, 93, 3, 623300, 629563, 22355.92, 1.64, 22472.58, 0.21, 22472.58, 0.03, 22742.51, 0.23, 0.81, 0.19, 2.32, 13, 0.00, 25, 0.93, 22742.51, 0.00, 22742.51, 57, Y
NE, cut, 93, 3, 628525, 634841, 22812.47, 1.52, 22889.82, 0.21, 22889.82, 0.02, 22889.82, 0.03, 0.91, 0.01, 1.79, 1, 0.00, 0, 0.91, 22889.82, 0.00, 22889.82, 1, Y
NE, cut, 93, 3, 623084, 629345, 22163.32, 1.58, 22281.54, 0.24, 22281.54, 0.02, 22351.47, 0.26, 0.85, 0.05, 2.16, 4, 0.00, 2, 0.89, 22351.47, 0.00, 22351.47, 26, Y
NE, cut, 93, 3, 594976, 600954, 21274.34, 1.57, 21366.13, 0.15, 21366.13, 0.03, 21546.75, 0.19, 0.82, 0.15, 2.09, 9, 0.00, 17, 0.85, 21546.75, 0.00, 21546.75, 149, Y
NE, cut, 93, 3, 600965, 607003, 21498.54, 1.64, 21661.19, 0.30, 21661.19, 0.03, 21664.08, 0.06, 0.91, 0.02, 2.04, 3, 0.00, 2, 0.86, 21664.08, 0.00, 21664.08, 1, Y
NE, cut, 93, 3, 642151, 648603, 23292.39, 1.55, 23355.57, 0.16, 23355.57, 0.02, 23591.35, 0.12, 0.82, 0.15, 2.01, 10, 0.00, 14, 0.94, 23591.35, 0.00, 23591.35, 45, Y
NE, lcut, 93, 3, 618767, 624985, 22127.64, 1.52, 22149.57, 0.15, 22149.57, 0.03, 22149.57, 0.01, 0.94, 0.00, 1.72, 1, 0.00, 0, 0.91, 22149.57, 0.00, 22149.57, 0, Y
NE, lcut, 93, 3, 620679, 626915, 22472.00, 1.59, 22621.72, 0.28, 22621.72, 0.03, 22732.95, 0.25, 0.86, 0.07, 2.22, 5, 0.00, 6, 0.83, 22732.95, 0.00, 22732.95, 72, Y
NE, lcut, 93, 3, 632603, 638960, 22430.13, 1.69, 22553.19, 0.28, 22553.19, 0.02, 22874.71, 0.18, 0.73, 0.25, 2.43, 14, 0.00, 23, 0.93, 22874.71, 0.00, 22874.71, 69, Y
NE, lcut, 93, 3, 646032, 652524, 22717.92, 1.45, 22755.73, 0.15, 22755.73, 0.03, 23051.08, 0.17, 0.78, 0.06, 1.86, 4, 0.00, 4, 0.95, 23051.08, 0.00, 23051.08, 1, Y
NE, lcut, 93, 3, 623300, 629563, 22355.92, 1.64, 22472.58, 0.22, 22472.58, 0.03, 22742.51, 0.22, 0.81, 0.17, 2.29, 7, 0.00, 12, 0.93, 22742.51, 0.00, 22742.51, 115, Y
NE, lcut, 93, 3, 628525, 634841, 22812.47, 1.52, 22889.82, 0.20, 22889.82, 0.02, 22889.82, 0.03, 0.91, 0.01, 1.78, 1, 0.00, 0, 0.91, 22889.82, 0.00, 22889.82, 1, Y
NE, lcut, 93, 3, 623084, 629345, 22163.32, 1.58, 22281.54, 0.24, 22281.54, 0.02, 22351.47, 0.26, 0.85, 0.05, 2.17, 4, 0.00, 2, 0.89, 22351.47, 0.00, 22351.47, 26, Y
NE, lcut, 93, 3, 594976, 600954, 21274.34, 1.57, 21366.13, 0.16, 21366.13, 0.03, 21546.75, 0.19, 0.82, 0.21, 2.17, 9, 0.00, 17, 0.85, 21546.75, 0.00, 21546.75, 124, Y
NE, lcut, 93, 3, 600965, 607003, 21498.54, 1.63, 21661.19, 0.29, 21661.19, 0.03, 21664.08, 0.06, 0.91, 0.02, 2.03, 3, 0.00, 2, 0.86, 21664.08, 0.00, 21664.08, 1, Y
NE, lcut, 93, 3, 642151, 648603, 23292.39, 1.56, 23355.57, 0.15, 23355.57, 0.02, 23591.35, 0.12, 0.82, 0.07, 1.92, 6, 0.00, 5, 0.94, 23591.35, 0.00, 23591.35, 1, Y
NH, cut, 10, 2, 633483, 639849, 2638.31, 0.00, 3129.44, 0.01, 3129.44, 0.00, 3129.44, 0.00, 0.46, 0.00, 0.02, 1, 0.00, 0, 0.55, 3129.44, 0.00, 3129.44, 0, Y
NH, cut, 10, 2, 625466, 631751, 2542.33, 0.00, 3719.40, 0.01, 3719.40, 0.00, infinity, 0.00, 0.00, 0.06, 0.08, 10, 0.00, 16, 0.58, infeasible, , , 226, N
NH, cut, 10, 2, 636688, 643086, 2596.38, 0.00, 3235.11, 0.01, 3235.11, 0.00, infinity, 0.00, 0.00, 0.06, 0.08, 15, 0.00, 26, 0.60, infeasible, , , 561, N
NH, cut, 10, 2, 655495, 662081, 2740.71, 0.00, 3546.67, 0.01, 3546.67, 0.00, 3546.67, 0.00, 0.26, 0.00, 0.02, 1, 0.00, 0, 0.58, 3546.67, 0.00, 3546.67, 1, Y
NH, cut, 10, 2, 637124, 643526, 2601.52, 0.00, 2970.60, 0.01, 2970.60, 0.00, 2970.60, 0.00, 0.50, 0.00, 0.02, 1, 0.00, 0, 0.59, 2970.60, 0.00, 2970.60, 0, Y
NH, cut, 10, 2, 651145, 657688, 2661.98, 0.00, 3316.89, 0.01, 3316.89, 0.00, 4619.49, 0.00, 0.11, 0.03, 0.05, 8, 0.00, 4, 0.61, 4057.69, 0.00, 4057.69, 1, Y
NH, cut, 10, 2, 649111, 655633, 2731.02, 0.00, 3943.42, 0.01, 3943.42, 0.00, infinity, 0.00, 0.00, 0.05, 0.07, 20, 0.00, 51, 0.53, infeasible, , , 376, N
NH, cut, 10, 2, 632905, 639264, 2674.40, 0.00, 3060.95, 0.01, 3060.95, 0.00, 3060.95, 0.00, 0.49, 0.00, 0.02, 1, 0.00, 0, 0.56, 3060.95, 0.00, 3060.95, 0, Y
NH, cut, 10, 2, 689652, 696583, 2836.46, 0.00, 3206.96, 0.01, 3206.96, 0.00, 3206.96, 0.00, 0.56, 0.00, 0.02, 1, 0.00, 0, 0.59, 3206.96, 0.00, 3206.96, 0, Y
NH, cut, 10, 2, 644022, 650494, 2579.83, 0.00, 3714.51, 0.01, 3714.51, 0.00, 4535.49, 0.00, 0.12, 0.01, 0.04, 4, 0.00, 2, 0.59, 3957.83, 0.00, 3957.83, 1, Y
NH, lcut, 10, 2, 633483, 639849, 2638.31, 0.00, 3129.44, 0.01, 3129.44, 0.00, 3129.44, 0.00, 0.46, 0.00, 0.02, 1, 0.00, 0, 0.55, 3129.44, 0.00, 3129.44, 0, Y
NH, lcut, 10, 2, 625466, 631751, 2542.33, 0.00, 3719.40, 0.01, 3719.40, 0.00, infinity, 0.00, 0.00, 0.04, 0.06, 9, 0.00, 14, 0.58, infeasible, , , 220, N
NH, lcut, 10, 2, 636688, 643086, 2596.38, 0.00, 3235.11, 0.01, 3235.11, 0.00, infinity, 0.00, 0.00, 0.05, 0.07, 15, 0.00, 26, 0.60, infeasible, , , 467, N
NH, lcut, 10, 2, 655495, 662081, 2740.71, 0.06, 3546.67, 0.03, 3546.67, 0.00, 3546.67, 0.00, 0.26, 0.00, 0.11, 1, 0.00, 0, 0.58, 3546.67, 0.00, 3546.67, 1, Y
NH, lcut, 10, 2, 637124, 643526, 2601.52, 0.00, 2970.60, 0.01, 2970.60, 0.00, 2970.60, 0.00, 0.50, 0.00, 0.02, 1, 0.00, 0, 0.59, 2970.60, 0.00, 2970.60, 0, Y
NH, lcut, 10, 2, 651145, 657688, 2661.98, 0.00, 3316.89, 0.01, 3316.89, 0.00, 4619.49, 0.00, 0.11, 0.01, 0.04, 3, 0.00, 2, 0.61, 4057.69, 0.00, 4057.69, 1, Y
NH, lcut, 10, 2, 649111, 655633, 2731.02, 0.00, 3943.42, 0.01, 3943.42, 0.00, infinity, 0.00, 0.00, 0.04, 0.07, 16, 0.00, 40, 0.53, infeasible, , , 255, N
NH, lcut, 10, 2, 632905, 639264, 2674.40, 0.00, 3060.95, 0.01, 3060.95, 0.00, 3060.95, 0.00, 0.49, 0.00, 0.02, 1, 0.00, 0, 0.56, 3060.95, 0.00, 3060.95, 0, Y
NH, lcut, 10, 2, 689652, 696583, 2836.46, 0.00, 3206.96, 0.01, 3206.96, 0.00, 3206.96, 0.00, 0.56, 0.00, 0.02, 1, 0.00, 0, 0.59, 3206.96, 0.00, 3206.96, 0, Y
NH, lcut, 10, 2, 644022, 650494, 2579.83, 0.00, 3714.51, 0.01, 3714.51, 0.00, 4535.49, 0.00, 0.12, 0.01, 0.04, 3, 0.00, 2, 0.59, 3957.83, 0.00, 3957.83, 1, Y
NM, cut, 33, 3, 700363, 707401, 32756.78, 0.06, 33993.00, 0.02, 33993.00, 0.00, 33993.77, 0.01, 0.82, 0.00, 0.09, 3, 0.00, 1, 1.00, 33993.77, 0.00, 33993.77, 1, Y
NM, cut, 33, 3, 662585, 669243, 32546.24, 0.30, infinity, 0.00, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.31, 0, 0.00, 0, 1.00, infeasible, , , 0, N
NM, cut, 33, 3, 689233, 696159, 32727.71, 0.05, 33768.85, 0.04, 33768.85, 0.01, infinity, 0.01, 0.00, 0.72, 0.82, 24, 0.00, 81, 0.98, infeasible, , , 586, N
NM, cut, 33, 3, 664892, 671574, 31559.59, 0.06, 33114.68, 0.11, 33114.68, 0.01, 35615.75, 0.09, 0.47, 0.10, 0.37, 12, 0.00, 47, 0.94, 35615.75, 0.00, 35615.75, 46, Y
NM, cut, 33, 3, 681783, 688635, 33266.21, 0.11, infinity, 0.00, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.12, 0, 0.00, 0, 1.01, infeasible, , , 0, N
NM, cut, 33, 3, 662884, 669545, 30817.15, 0.07, 31216.74, 0.07, 31216.74, 0.01, 31222.54, 0.01, 0.87, 0.00, 0.17, 2, 0.00, 1, 0.91, 31222.54, 0.00, 31222.54, 1, Y
NM, cut, 33, 3, 672915, 679677, 31999.08, 0.06, 33445.95, 0.07, 33445.95, 0.01, 33511.60, 0.02, 0.77, 0.00, 0.16, 3, 0.00, 3, 0.95, 33511.60, 0.00, 33511.60, 1, Y
NM, cut, 33, 3, 680103, 686937, 30941.03, 0.06, 31226.98, 0.05, 31226.98, 0.01, 32516.24, 0.03, 0.67, 0.01, 0.17, 10, 0.00, 16, 0.96, 32516.24, 0.00, 32516.24, 1, Y
NM, cut, 33, 3, 661607, 668255, 32266.95, 0.06, 33711.34, 0.11, 33711.34, 0.01, 35975.21, 0.09, 0.48, 0.06, 0.33, 14, 0.00, 40, 0.94, 35975.21, 0.00, 35975.21, 61, Y
