state, model, nodes, k, L, U, LB, LB Time, UB, UB Time, UB LS, UB LS Time, UB cont, UB cont time, percent fixed, IP Time, Total Time, Num Callbacks, Callback Time, Num Cuts, Overty, Objval, Mipgap, Objbound, NodeCount, Found feasbile?
MD, lcut, 24, 8, 718086, 725302, 7769.70, 0.00, infinity, 0.00, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.01, 0, 0.00, 0, 1.34, infeasible, , , 0, N
ME, lcut, 16, 2, 660860, 667501, 9882.71, 0.00, 10789.07, 0.02, 10789.07, 0.00, infinity, 0.02, 0.00, 0.62, 0.66, 119, 0.00, 287, 0.42, 19093.26, 0.00, 19093.26, 4650, Y
MI, lcut, 83, 14, 702445, 709504, 38121.06, 0.06, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.10, 0, 0.00, 0, 2.57, infeasible, , , 0, N
MN, lcut, 87, 8, 659676, 666305, 24956.36, 0.07, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.11, 0, 0.00, 0, 1.73, infeasible, , , 0, N
MO, lcut, 115, 8, 744873, 752358, 20102.72, 0.12, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 0.01, 0.18, 0, 0.00, 0, 1.33, infeasible, , , 0, N
MS, lcut, 82, 4, 738116, 745533, 16087.71, 0.08, 16142.04, 0.34, 16142.04, 0.05, 16142.04, 0.02, 0.98, 0.00, 0.49, 1, 0.00, 0, 0.33, 16142.04, 0.00, 16142.04, 0, Y
MT, lcut, 56, 1, 984468, 994362, 56690.05, 0.02, 56690.05, 0.01, 56690.05, 0.00, 56690.05, 0.00, 0.98, 0.00, 0.03, 1, 0.00, 0, 0.15, 56690.05, 0.00, 56690.05, 0, Y
NC, lcut, 100, 13, 729832, 737166, 16265.51, 0.08, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 0.04, 0.16, 0, 0.00, 0, 1.25, infeasible, , , 0, N
ND, lcut, 53, 1, 669229, 675953, 21245.45, 0.02, 21245.45, 0.01, 21245.45, 0.00, 21245.45, 0.00, 0.98, 0.00, 0.03, 1, 0.00, 0, 0.22, 21245.45, 0.00, 21245.45, 0, Y
NE, lcut, 93, 3, 605737, 611824, 21963.98, 0.09, 22112.00, 0.21, 22112.00, 0.03, 22193.01, 0.10, 0.98, 0.04, 0.47, 10, 0.00, 19, 0.85, 22193.01, 0.00, 22193.01, 15, Y
NH, lcut, 10, 2, 654944, 661526, 2597.16, 0.00, 3641.24, 0.02, 3641.24, 0.00, infinity, 0.01, 0.00, 0.05, 0.08, 20, 0.00, 39, 0.61, infeasible, , , 364, N
NJ, lcut, 21, 12, 728995, 736321, 5221.40, 0.00, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.01, 0, 0.00, 0, 1.23, infeasible, , , 0, N
NM, lcut, 33, 3, 682962, 689824, 31680.85, 0.01, 32847.05, 0.06, 32847.05, 0.01, 32944.25, 0.02, 0.91, 0.00, 0.10, 1, 0.00, 0, 0.96, 32944.25, 0.00, 32944.25, 0, Y
NV, lcut, 17, 4, 671763, 678513, 122585.20, 0.00, infinity, 0.00, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.01, 0, 0.00, 0, 2.88, infeasible, , , 0, N
NY, lcut, 62, 27, 714119, 721296, 434745.18, 0.03, infinity, 0.02, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.06, 0, 0.00, 0, 3.47, infeasible, , , 0, N
OH, lcut, 88, 16, 717427, 724636, 15750.72, 0.07, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 0.01, 0.11, 0, 0.00, 0, 1.77, infeasible, , , 0, N
OK, lcut, 77, 5, 746519, 754021, 20021.19, 0.06, 21527.57, 0.38, 21527.57, 0.06, 21925.53, 0.31, 0.69, 1.17, 1.97, 13, 0.00, 28, 0.95, 21756.50, 0.00, 21756.50, 361, Y
OR, lcut, 36, 5, 762384, 770045, 26589.64, 0.03, 31424.49, 0.23, 31424.49, 0.03, infinity, 0.01, 0.00, 0.02, 0.32, 1, 0.00, 16, 0.95, infeasible, , , 0, N
PA, lcut, 67, 18, 702160, 709216, 26137.54, 0.04, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.07, 0, 0.00, 0, 2.15, infeasible, , , 0, N
RI, lcut, 5, 2, 523653, 528914, 631.79, 0.00, infinity, 0.00, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.00, 0, 0.00, 0, 1.18, infeasible, , , 0, N
SC, lcut, 46, 7, 657463, 664070, 8842.98, 0.02, 12806.86, 2.54, 12806.86, 0.25, infinity, 3.92, 0.00, 3600.00, 3606.76, 179, 0.09, 2166, 0.68, ?, 16890.59, 16890.59, 6590718, N
SD, lcut, 66, 1, 810110, 818250, 39052.91, 0.05, 39052.91, 0.01, 39052.91, 0.00, 39052.91, 0.00, 0.98, 0.00, 0.06, 1, 0.00, 0, 0.21, 39052.91, 0.00, 39052.91, 0, Y
TN, lcut, 95, 9, 701598, 708648, 13264.64, 0.08, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 0.01, 0.12, 0, 0.00, 0, 1.31, infeasible, , , 0, N
TX, lcut, 254, 36, 694996, 701980, 105166.00, 0.61, infinity, 0.07, infinity, 0.00, n/a, n/a, 0.00, 0.04, 0.91, 0, 0.00, 0, 5.83, infeasible, , , 0, N
UT, lcut, 29, 4, 687517, 694426, 24981.97, 0.01, infinity, 0.00, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.02, 0, 0.00, 0, 1.48, infeasible, , , 0, N
VA, lcut, 134, 11, 723729, 731002, 13661.82, 0.15, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 0.01, 0.23, 0, 0.00, 0, 1.48, infeasible, , , 0, N
VT, lcut, 14, 1, 622613, 628869, 3400.27, 0.00, 3400.27, 0.00, 3400.27, 0.00, 3400.27, 0.00, 0.93, 0.00, 0.01, 1, 0.00, 0, 0.25, 3400.27, 0.00, 3400.27, 0, Y
WA, lcut, 39, 10, 669092, 675816, 32193.88, 0.02, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.03, 0, 0.00, 0, 2.86, infeasible, , , 0, N
WI, lcut, 72, 8, 707319, 714427, 18159.78, 0.05, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.07, 0, 0.00, 0, 1.33, infeasible, , , 0, N
WV, lcut, 55, 3, 614577, 620753, 10819.43, 0.03, 11844.76, 0.23, 11844.76, 0.02, 12000.62, 0.03, 0.57, 0.52, 0.84, 3, 0.00, 5, 0.31, 12000.62, 0.00, 12000.62, 117, Y
WY, lcut, 23, 1, 560808, 566444, 25615.88, 0.00, 25615.88, 0.00, 25615.88, 0.00, 25615.88, 0.00, 0.96, 0.00, 0.01, 1, 0.00, 0, 0.16, 25615.88, 0.00, 25615.88, 0, Y
AK, mcf, 29, 1, 706680, 713782, 208749.73, 0.00, 208749.73, 0.02, 208749.73, 0.00, 208749.73, 0.00, 0.97, 0.12, 0.25, n/a, n/a, n/a, 0.41, 208749.73, 0.00, 208749.73, 0, Y
AL, mcf, 67, 7, 679406, 686233, 14028.40, 0.04, 15519.54, 1.65, 15519.54, 0.19, infinity, 0.02, 0.00, 453.79, 457.52, n/a, n/a, n/a, 0.96, 16627.25, 0.00, 16627.25, 1866, Y
AR, mcf, 75, 4, 725335, 732624, 16003.91, 0.08, 16525.07, 0.30, 16525.07, 0.04, 16713.22, 0.19, 0.86, 25.99, 29.04, n/a, n/a, n/a, 0.52, 16543.15, 0.00, 16543.15, 1, Y
AZ, mcf, 15, 9, 706674, 713775, 165506.85, 0.00, infinity, 0.02, infinity, 0.00, n/a, n/a, 0.00, 0.01, 0.04, n/a, n/a, n/a, 5.35, infeasible, , , 0, N
CA, mcf, 58, 53, 699391, 706419, 11055919.43, 0.08, infinity, 0.02, infinity, 0.00, n/a, n/a, 0.00, 0.60, 1.85, n/a, n/a, n/a, 13.90, infeasible, , , 0, N
CO, mcf, 64, 7, 714865, 722048, 22614.86, 0.06, 35466.64, 1.74, 35466.64, 0.11, infinity, 0.03, 0.00, 211.72, 215.25, n/a, n/a, n/a, 0.86, infeasible, , , 0, N
CT, mcf, 8, 5, 711246, 718393, 10544.47, 0.00, infinity, 0.02, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.03, n/a, n/a, n/a, 1.28, infeasible, , , 0, N
DE, mcf, 3, 1, 893445, 902423, 2083.12, 0.00, 2083.12, 0.00, 2083.12, 0.00, 2083.12, 0.00, 0.67, 0.00, 0.01, n/a, n/a, n/a, 0.60, 2083.12, 0.00, 2083.12, 0, Y
FL, mcf, 67, 27, 692864, 699826, 114492.72, 0.03, infinity, 0.02, infinity, 0.00, n/a, n/a, 0.00, 0.84, 2.55, n/a, n/a, n/a, 3.57, infeasible, , , 0, N
GA, mcf, 159, 14, 688516, 695435, 17108.83, 0.24, infinity, 0.02, infinity, 0.00, n/a, n/a, 0.00, 15.04, 41.99, n/a, n/a, n/a, 1.32, infeasible, , , 0, N
HI, mcf, 5, 2, 676750, 683551, 426140.67, 0.00, infinity, 0.02, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.02, n/a, n/a, n/a, 1.39, infeasible, , , 0, N
IA, mcf, 99, 4, 757781, 765396, 17438.54, 0.08, 17748.05, 0.46, 17748.05, 0.06, 17748.05, 0.07, 0.95, 23.23, 29.23, n/a, n/a, n/a, 0.56, 17748.05, 0.00, 17748.05, 21, Y
ID, mcf, 44, 2, 779873, 787709, 57106.52, 0.04, 61232.58, 0.03, 61232.58, 0.01, 61232.58, 0.01, 0.87, 2.26, 2.79, n/a, n/a, n/a, 0.50, 61232.58, 0.00, 61232.58, 1, Y
IL, mcf, 102, 18, 709249, 716376, 74787.08, 0.11, infinity, 0.02, infinity, 0.00, n/a, n/a, 0.00, 3.52, 10.42, n/a, n/a, n/a, 7.25, infeasible, , , 0, N
IN, mcf, 92, 9, 716821, 724024, 11803.91, 0.09, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 2.45, 7.44, n/a, n/a, n/a, 1.25, infeasible, , , 0, N
KS, mcf, 105, 4, 709714, 716845, 22442.28, 0.13, 23736.89, 0.43, 23736.89, 0.05, 23736.89, 0.06, 0.85, 41.50, 48.98, n/a, n/a, n/a, 0.76, 23736.89, 0.00, 23736.89, 1, Y
KY, mcf, 120, 6, 719612, 726843, 15023.16, 0.15, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 6.00, 17.14, n/a, n/a, n/a, 1.02, infeasible, , , 0, N
LA, mcf, 64, 6, 751785, 759339, 15466.23, 0.06, 17239.16, 0.94, 17239.16, 0.09, 17272.65, 0.07, 0.61, 64.20, 66.87, n/a, n/a, n/a, 0.58, 17272.65, 0.00, 17272.65, 323, Y
MA, mcf, 14, 9, 723877, 731151, 29577.08, 0.00, infinity, 0.02, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.04, n/a, n/a, n/a, 2.06, infeasible, , , 0, N
MD, mcf, 24, 8, 718086, 725302, 7769.70, 0.00, infinity, 0.00, infinity, 0.00, n/a, n/a, 0.00, 0.02, 0.08, n/a, n/a, n/a, 1.34, infeasible, , , 0, N
ME, mcf, 16, 2, 660860, 667501, 9882.71, 0.00, 10789.07, 0.02, 10789.07, 0.00, infinity, 0.02, 0.00, 2.36, 2.42, n/a, n/a, n/a, 0.42, 19093.26, 0.00, 19093.26, 1585, Y
MI, mcf, 83, 14, 702445, 709504, 38121.06, 0.08, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 1.70, 5.23, n/a, n/a, n/a, 2.57, infeasible, , , 0, N
MN, mcf, 87, 8, 659676, 666305, 24956.36, 0.09, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 2.06, 6.25, n/a, n/a, n/a, 1.73, infeasible, , , 0, N
MO, mcf, 115, 8, 744873, 752358, 20102.72, 0.14, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 5.11, 14.87, n/a, n/a, n/a, 1.33, infeasible, , , 0, N
MS, mcf, 82, 4, 738116, 745533, 16087.71, 0.10, 16142.04, 0.34, 16142.04, 0.05, 16142.04, 0.02, 0.98, 4.65, 8.31, n/a, n/a, n/a, 0.33, 16142.04, 0.00, 16142.04, 0, Y
MT, mcf, 56, 1, 984468, 994362, 56690.05, 0.04, 56690.05, 0.01, 56690.05, 0.00, 56690.05, 0.00, 0.98, 1.27, 2.29, n/a, n/a, n/a, 0.15, 56690.05, 0.00, 56690.05, 0, Y
NC, mcf, 100, 13, 729832, 737166, 16265.51, 0.10, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 3.14, 9.43, n/a, n/a, n/a, 1.25, infeasible, , , 0, N
ND, mcf, 53, 1, 669229, 675953, 21245.45, 0.04, 21245.45, 0.01, 21245.45, 0.00, 21245.45, 0.00, 0.98, 1.03, 1.90, n/a, n/a, n/a, 0.22, 21245.45, 0.00, 21245.45, 0, Y
NE, mcf, 93, 3, 605737, 611824, 21963.98, 0.11, 22112.00, 0.21, 22112.00, 0.03, 22193.01, 0.10, 0.98, 8.24, 13.33, n/a, n/a, n/a, 0.85, 22193.01, 0.00, 22193.01, 6, Y
NH, mcf, 10, 2, 654944, 661526, 2597.16, 0.00, 3641.24, 0.05, 3641.24, 0.00, infinity, 0.01, 0.00, 0.16, 0.23, n/a, n/a, n/a, 0.61, infeasible, , , 224, N
NJ, mcf, 21, 12, 728995, 736321, 5221.40, 0.00, infinity, 0.00, infinity, 0.00, n/a, n/a, 0.00, 0.01, 0.05, n/a, n/a, n/a, 1.23, infeasible, , , 0, N
NM, mcf, 33, 3, 682962, 689824, 31680.85, 0.01, 32847.05, 0.06, 32847.05, 0.01, 32944.25, 0.02, 0.91, 0.36, 0.63, n/a, n/a, n/a, 0.96, 32944.25, 0.00, 32944.25, 0, Y
NV, mcf, 17, 4, 671763, 678513, 122585.20, 0.00, infinity, 0.00, infinity, 0.00, n/a, n/a, 0.00, 0.01, 0.03, n/a, n/a, n/a, 2.88, infeasible, , , 0, N
NY, mcf, 62, 27, 714119, 721296, 434745.18, 0.03, infinity, 0.02, infinity, 0.00, n/a, n/a, 0.00, 0.67, 2.09, n/a, n/a, n/a, 3.47, infeasible, , , 0, N
OH, mcf, 88, 16, 717427, 724636, 15750.72, 0.09, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 2.10, 6.43, n/a, n/a, n/a, 1.77, infeasible, , , 0, N
OK, mcf, 77, 5, 746519, 754021, 20021.19, 0.08, 21527.57, 0.41, 21527.57, 0.06, 21925.53, 0.30, 0.69, 98.09, 101.64, n/a, n/a, n/a, 0.95, 21756.50, 0.00, 21756.50, 72, Y
OR, mcf, 36, 5, 762384, 770045, 26589.64, 0.03, 31424.49, 0.23, 31424.49, 0.03, infinity, 0.01, 0.00, 55.25, 55.80, n/a, n/a, n/a, 0.95, infeasible, , , 1461, N
PA, mcf, 67, 18, 702160, 709216, 26137.54, 0.06, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 0.85, 2.74, n/a, n/a, n/a, 2.15, infeasible, , , 0, N
RI, mcf, 5, 2, 523653, 528914, 631.79, 0.00, infinity, 0.03, infinity, 0.00, n/a, n/a, 0.00, 0.00, 0.03, n/a, n/a, n/a, 1.18, infeasible, , , 0, N
SC, mcf, 46, 7, 657463, 664070, 8842.98, 0.02, 12806.86, 2.54, 12806.86, 0.25, infinity, 3.92, 0.00, 3600.06, 3607.34, n/a, n/a, n/a, 0.68, ?, 13143.86, 13143.86, 27145, N
SD, mcf, 66, 1, 810110, 818250, 39052.91, 0.05, 39052.91, 0.01, 39052.91, 0.00, 39052.91, 0.00, 0.98, 2.04, 3.73, n/a, n/a, n/a, 0.21, 39052.91, 0.00, 39052.91, 0, Y
TN, mcf, 95, 9, 701598, 708648, 13264.64, 0.10, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 2.58, 8.01, n/a, n/a, n/a, 1.31, infeasible, , , 0, N
TX, mcf, 254, 36, 694996, 701980, 105166.00, 0.63, infinity, 0.07, infinity, 0.00, n/a, n/a, 0.00, UT, mcf, 29, 4, 687517, 694426, 24981.97, 0.06, infinity, 0.23, infinity, 0.00, n/a, n/a, 0.00, 0.06, 0.47, n/a, n/a, n/a, 1.48, infeasible, , , 0, N
VA, mcf, 134, 11, 723729, 731002, 13661.82, 0.16, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 8.84, 23.75, n/a, n/a, n/a, 1.48, infeasible, , , 0, N
VT, mcf, 14, 1, 622613, 628869, 3400.27, 0.01, 3400.27, 0.07, 3400.27, 0.00, 3400.27, 0.02, 0.93, 0.02, 0.14, n/a, n/a, n/a, 0.25, 3400.27, 0.00, 3400.27, 0, Y
WA, mcf, 39, 10, 669092, 675816, 32193.88, 0.02, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 0.15, 0.51, n/a, n/a, n/a, 2.86, infeasible, , , 0, N
WI, mcf, 72, 8, 707319, 714427, 18159.78, 0.09, infinity, 0.01, infinity, 0.00, n/a, n/a, 0.00, 1.12, 3.45, n/a, n/a, n/a, 1.33, infeasible, , , 0, N
WV, mcf, 55, 3, 614577, 620753, 10819.43, 0.06, 11844.76, 0.25, 11844.76, 0.02, 12000.62, 0.03, 0.57, 60.90, 62.16, n/a, n/a, n/a, 0.31, 12000.62, 0.00, 12000.62, 94, Y
WY, mcf, 23, 1, 560808, 566444, 25615.88, 0.01, 25615.88, 0.02, 25615.88, 0.00, 25615.88, 0.00, 0.96, 0.06, 0.16, n/a, n/a, n/a, 0.16, 25615.88, 0.00, 25615.88, 0, Y
